link,text,collection,product,year
https://www.paspaley.com/pearl-collections/lavalier/lavalier-ruby-yellow-gold,Lavalier Ruby - Yellow Gold,rockpool.htm,lavalier-ruby-yellow-gold,2020
https://www.paspaley.com/pearl-collections/lavalier/lavalier-blue-sapphire-white-gold,Lavalier Blue Sapphire - White Gold,rockpool.htm,lavalier-blue-sapphire-white-gold,2020
https://www.paspaley.com/pearl-collections/lavalier/lavalier-ruby-earrings-yellow-gold,Lavalier Ruby Earrings - Yellow Gold,rockpool.htm,lavalier-ruby-earrings-yellow-gold,2020
https://www.paspaley.com/pearl-collections/lavalier/lavalier-blue-sapphire-earrings-white-gold,Lavalier Blue Sapphire Earrings - White Gold,rockpool.htm,lavalier-blue-sapphire-earrings-white-gold,2020
https://www.paspaley.com/pearl-collections/lavalier/lavalier-petite-sapphire-white-gold,Lavalier Petite Sapphire - White Gold,rockpool.htm,lavalier-petite-sapphire-white-gold,2020
https://www.paspaley.com/pearl-collections/lavalier/lavalier-opal-hero-white-gold,Lavalier Opal Hero - White Gold,rockpool.htm,lavalier-opal-hero-white-gold,2020
https://www.paspaley.com/pearl-collections/lavalier/lavalier-petite-diamond-rose-gold,Lavalier Petite Diamond - Rose Gold,rockpool.htm,lavalier-petite-diamond-rose-gold,2020
https://www.paspaley.com/pearl-collections/lavalier/lavalier-noir-rose-gold,Lavalier Noir - Rose Gold,rockpool.htm,lavalier-noir-rose-gold,2020
https://www.paspaley.com/pearl-collections/lavalier/lavalier-noir-diamond-hero-white-gold,Lavalier Noir Diamond Hero - White Gold,rockpool.htm,lavalier-noir-diamond-hero-white-gold,2020
https://www.paspaley.com/pearl-collections/lavalier/lavalier-noir-black-opal,Lavalier Noir - Black Opal,rockpool.htm,lavalier-noir-black-opal,2020
https://www.paspaley.com/pearl-collections/lavalier/lavalier-noir-earrings-rose-gold,Lavalier Noir Earrings - Rose Gold,rockpool.htm,lavalier-noir-earrings-rose-gold,2020
https://www.paspaley.com/pearl-collections/lavalier/lavalier-noir-diamond-hero-earrings,Lavalier Noir Diamond Hero Earrings,rockpool.htm,lavalier-noir-diamond-hero-earrings,2020
https://www.paspaley.com/pearl-collections/lavalier/lavalier-noir-earrings-black-opal,Lavalier Noir Earrings - Black Opal,rockpool.htm,lavalier-noir-earrings-black-opal,2020
https://www.paspaley.com/pearl-collections/lavalier/lavalier-circl%C3%A9-rose-gold,Lavalier Circlé - Rose Gold,rockpool.htm,lavalier-circl%C3%A9-rose-gold,2020
https://www.paspaley.com/pearl-collections/lavalier/lavalier-opal-hero-rose-gold,Lavalier Opal Hero - Rose Gold,rockpool.htm,lavalier-opal-hero-rose-gold,2020
https://www.paspaley.com/pearl-collections/lavalier/lavalier-petite-circl%C3%A9-yellow-gold,Lavalier Petite Circlé - Yellow Gold,rockpool.htm,lavalier-petite-circl%C3%A9-yellow-gold,2020
https://www.paspaley.com/pearl-collections/lavalier/lavalier-petite-circl%C3%A9-white-gold,Lavalier Petite Circlé - White Gold,rockpool.htm,lavalier-petite-circl%C3%A9-white-gold,2020
https://www.paspaley.com/pearl-collections/lavalier/lavalier-earrings-circl%C3%A9-yellow-gold,Lavalier Earrings Circlé - Yellow Gold,rockpool.htm,lavalier-earrings-circl%C3%A9-yellow-gold,2020
https://www.paspaley.com/pearl-collections/lavalier/lavalier-earrings-circl%C3%A9-white-gold,Lavalier Earrings Circlé - White Gold,rockpool.htm,lavalier-earrings-circl%C3%A9-white-gold,2020
https://www.paspaley.com/pearl-collections/lavalier/lavalier-circl%C3%A9-yellow-gold,Lavalier Circlé - Yellow Gold,rockpool.htm,lavalier-circl%C3%A9-yellow-gold,2020
https://www.paspaley.com/pearl-collections/lavalier/lavalier-circl%C3%A9-white-gold,Lavalier Circlé - White Gold,rockpool.htm,lavalier-circl%C3%A9-white-gold,2020
https://www.paspaley.com/pearl-collections/lavalier/lavalier-opal-hero-earrings-rose-gold,Lavalier Opal Hero Earrings - Rose Gold,rockpool.htm,lavalier-opal-hero-earrings-rose-gold,2020
https://www.paspaley.com/pearl-collections/strands/delfini-strand-rope,Delfini Strand Rope,strand.htm,delfini-strand-rope,2020
https://www.paspaley.com/pearl-collections/strands/delfini-strand-choker,Delfini Strand Choker,strand.htm,delfini-strand-choker,2020
https://www.paspaley.com/pearl-collections/strands/delfini-strand-bracelet,Delfini Strand Bracelet,strand.htm,delfini-strand-bracelet,2020
https://www.paspaley.com/pearl-collections/strands/rhapsody-rope-130cm,Rhapsody Rope 130cm,strand.htm,rhapsody-rope-130cm,2020
https://www.paspaley.com/pearl-collections/strands/rhapsody-rope-90cm,Rhapsody Rope 90cm,strand.htm,rhapsody-rope-90cm,2020
https://www.paspaley.com/pearl-collections/strands/rhapsody-choker,Rhapsody Choker,strand.htm,rhapsody-choker,2020
